actor_id,name,birthYear,deathYear,primaryProfession
nm0111783,Albey Brookes,1988,\N,actor
nm0111926,Conrad Brooks,1931,2017,"actor,producer,director"
nm0112001,Golden Brooks,1970,\N,"actress,writer,producer"
nm0112433,Claudia Brosch,1963,\N,actress
nm0112721,Geneviève Brouillette,1969,\N,"actress,director,writer"
nm0113357,David Lawrence Brown,\N,\N,"actor,stunts"
nm0113508,Elizabeth Saunders,1966,\N,"actress,producer,script_department"
nm0113536,Ernie Lively,1947,2021,"actor,producer,director"
nm0113740,J. Anthony Brown,\N,\N,"writer,actor,miscellaneous"
nm0113882,John Brown,\N,\N,actor
nm0114018,Kevin Dotcom Brown,1972,\N,"actor,producer,writer"
nm0114430,Peter Vack,\N,\N,"actor,writer,director"
nm0114787,Thomas Wilson Brown,1972,\N,"actor,producer,location_management"
nm0114931,Wren T. Brown,1964,\N,"actor,producer,soundtrack"
nm0114971,Byron Browne,1970,\N,"actor,producer"
nm0115070,Roger Browne,1930,\N,"actor,miscellaneous"
nm0115671,Agnes Bruckner,1985,\N,"actress,producer,soundtrack"
nm0115730,Patrick Bruel,1959,\N,"music_artist,actor,soundtrack"
nm0115760,Amanda Brugel,1978,\N,"actress,writer,producer"
nm0116054,Richard Brundage,\N,\N,"actor,casting_department,miscellaneous"
nm0116197,Marc Brunet,\N,\N,actor
nm0116254,Valeria Bruni Tedeschi,1964,\N,"actress,director,writer"
nm0116670,Antonino Bruschetta,1962,\N,"actor,writer,director"
nm0116721,Dmitriy Brusnikin,1957,2018,"actor,director,writer"
nm0117339,Rob Brydon,1965,\N,"actor,writer,producer"
nm0117368,Lars Brygmann,1957,\N,actor
nm0117369,Martin Brygmann,1963,\N,"actor,composer,soundtrack"
nm0117374,Greg Bryk,1972,\N,"actor,producer,soundtrack"
nm0117616,Anabela Brígida,1971,\N,actress
nm0117697,Anna Brüggemann,1981,\N,"actress,writer"
nm0117763,Emilio Buale,1972,\N,"actor,art_department"
nm0117773,Sílvia Buarque,1969,\N,"actress,producer"
nm0117885,Flavio Bucci,1947,2020,"actor,miscellaneous,soundtrack"
nm0117937,Martin Buch,1968,\N,"actor,writer,script_department"
nm0117958,Judith Buchan,\N,\N,actress
nm0118176,Bob Buchholz,1957,\N,"miscellaneous,actor,script_department"
nm0118186,Shaughn Buchholz,\N,\N,"actor,producer"
nm0118427,Tara Buck,\N,\N,"actress,producer,miscellaneous"
nm0118671,Paul Buckley,\N,\N,"composer,music_department,actor"
nm0119317,Bradley Joseph,1983,2017,actor
nm0119691,Joost Buitenweg,1967,\N,actor
nm0120309,Rodger Bumpass,1951,\N,"actor,soundtrack,miscellaneous"
nm0120362,Tyler Bunch,1970,\N,"actor,director,miscellaneous"
nm0120750,Diana Burbano,\N,\N,"actress,writer,producer"
nm0120794,Doug Burch,\N,\N,"miscellaneous,actor,sound_department"
nm0121209,Julie Moss,\N,\N,actress
nm0121225,Natasa Burger,1968,\N,actress
nm0121620,Carlease Burke,1955,\N,"actress,producer"
nm0121652,David Burke,1967,\N,"actor,writer,soundtrack"
nm0121718,Janet Burke,\N,\N,actress
nm0121755,Kathy Burke,1964,\N,"actress,script_department,director"
nm0121772,Leith M. Burke,1966,\N,actor
nm0121806,Michelle Burke,1970,\N,actress
nm0121974,Ingrid Burkhard,1931,\N,actress
nm0122095,Vladimir Burlakov,1987,\N,actor
nm0122496,David Burnham,\N,\N,"actor,soundtrack"
nm0122822,Nora Burns,\N,\N,"actress,writer,producer"
nm0123160,Nakia Burrise,\N,\N,"actress,writer,producer"
nm0123182,Bonnie Burroughs,1961,\N,actress
nm0123511,Amanda Burton,\N,\N,"actress,producer"
nm0123741,CeeLo Green,1975,\N,"soundtrack,actor,composer"
nm0124208,Sophia Bush,1982,\N,"actress,producer,director"
nm0124370,Mirta Busnelli,1946,\N,actress
nm0124505,Fabio Bussotti,1963,\N,"actor,assistant_director"
nm0124880,David Butler,1960,2021,actor
nm0124920,G. Larry Butler,1949,\N,"actor,producer,writer"
nm0124930,Gerard Butler,1969,\N,"actor,producer,soundtrack"
nm0125117,Ron Butler,1964,\N,"actor,director,producer"
nm0125272,Alexander Butterfield,1926,\N,"actor,miscellaneous"
nm0125475,Norbert Leo Butz,1967,\N,"actor,soundtrack"
nm0125540,Margherita Buy,1962,\N,"actress,writer,soundtrack"
nm0125588,Agata Buzek,1976,\N,"actress,music_department,producer"
nm0125651,Ruth Buzzi,1936,\N,"actress,soundtrack"
nm0125653,Ezra Buzzington,\N,\N,"actor,producer,director"
nm0126021,Eugene Byrd,1975,\N,"actor,producer,miscellaneous"
nm0126284,Rose Byrne,1979,\N,"actress,producer,soundtrack"
nm0127150,Anna Böttcher,1967,\N,actress
nm0127177,Brigitte Böttrich,1945,\N,"actress,writer"
nm0127242,Imke Büchel,1961,\N,actress
nm0127471,Sergio Caballero,1974,\N,actor
nm0128070,Diego Cadavid,1978,\N,"actor,cinematographer"
nm0128111,Michael Cade,1972,\N,actor
nm0128509,John Cage,1912,1992,"composer,music_department,writer"
nm0128801,Stéphane Caillard,1988,\N,actress
nm0128895,Drew Cain,\N,\N,"actor,assistant_director,location_management"
nm0129209,Laurence Calabrese,\N,\N,actress
nm0129218,Pino Calabrese,\N,\N,"actor,producer"
nm0129248,Thomas Calabro,1959,\N,"actor,director,producer"
nm0129492,Anna Calder-Marshall,1947,\N,actress
nm0129506,Ludovico Caldarera,\N,\N,"actor,casting_department"
nm0129551,Wilmer Calderon,\N,\N,actor
nm12424174,Kelsey Butler,\N,\N,actress
nm12424219,Paul Blackman,\N,\N,actor
nm1242458,Benjamín Vicuña,1978,\N,"actor,producer"
nm1242678,Christopher Harper,\N,\N,actor
nm1242686,Nathan Hoppe,\N,\N,"actor,writer,cinematographer"
nm12426920,Willow Brendel,\N,\N,actress
nm12426921,Thatcher Brendel,\N,\N,actor
nm12426922,Carver Brendel,\N,\N,actor
nm12427738,Kees Bakker,\N,\N,art_department
nm12428090,Arabella Ottens,\N,\N,actress
nm12428363,Al Green III,\N,\N,actor
nm1242840,John Tague,1970,\N,"actor,producer,writer"
nm12429137,Motilola Adekunle,\N,\N,"actress,producer,writer"
nm12429292,Isabel Behr,\N,\N,"writer,actress,editor"
nm12429295,Matias Dupree,\N,\N,"writer,actor"
nm12429298,Laurel Floen,\N,\N,"actress,music_department"
nm12429301,Abigail Coats,\N,\N,"writer,actress,music_department"
nm1242935,Midoriko Kimura,1961,\N,actress
nm1242939,Clara Lago,1990,\N,"actress,soundtrack"
nm12430378,Rohith,\N,\N,actor
nm12430744,Claudia,\N,\N,
nm12430745,Gabi,\N,\N,
nm12430747,Daniel,\N,\N,
nm12431505,Chelsea Roth,\N,\N,actress
nm12431507,Skye Blue,1999,\N,actress
nm12431508,Jen Cajuste,\N,\N,actress
nm12432377,Joseph C. Weah Jr.,\N,\N,actor
nm12432381,George DayoCollins,\N,\N,actor
nm12432756,Alyssa Allen,\N,\N,actress
nm12432760,James Allen,\N,\N,actor
nm12432762,Callie Blackwood,\N,\N,actress
nm12432770,Cj Bevil,\N,\N,actor
nm12432779,Amanda Askew,\N,\N,actress
nm12432781,Craig Anders,\N,\N,actor
nm12432784,Leia Barker,\N,\N,actress
nm12432789,Deb Allion,\N,\N,actress
nm12432910,Denise Monet Bingley,\N,\N,actor
nm12432912,Isyss Alliniece,\N,\N,actress
nm12434744,Emilie Alexandre,\N,\N,actress
nm12434889,Karin Mayorinca,\N,\N,actress
nm12436444,Chuckolatte,\N,\N,actor
nm12436452,Pillaric,\N,\N,actor
nm12436851,Horváth Attila,\N,\N,
nm12438274,Dimitri Dima,\N,\N,actor
nm12438883,Seo-Yun Cho,\N,\N,actress
nm12438884,Hwi-Jong Lee,\N,\N,actor
nm1243925,Gisella Aboumrad,\N,\N,actress
nm1243936,Cornelia Agatha,1973,\N,actress
nm12439590,Iván Carrera,\N,\N,"actor,producer,editor"
nm12440186,Keith Van Gels,\N,\N,"actor,producer"
nm12440187,Brandon Barber,\N,\N,actor
nm12440188,Greg Beaudin,\N,\N,actor
nm12440622,Sergei Tsimbalenko,\N,\N,"producer,director,actor"
nm12440734,Deva,\N,\N,actor
nm12440735,Divya,\N,\N,actor
nm12440736,David Anthony,\N,\N,actor
nm12441791,Ganesh Kadam,\N,\N,"actor,camera_department"
nm12441792,Prashant,\N,\N,actor
nm12441793,Navnath Gadkari,\N,\N,actor
nm12442168,Aisha Abushiry,\N,\N,actress
nm12442351,Giuseppina Auriemma,\N,\N,
nm12442352,Daniele Pizzi,\N,\N,
nm12442353,Manuela Marcassoli,\N,\N,
nm12444569,Alessandro Sena,\N,\N,actor
nm12444758,Andrej Vickers,\N,\N,actor
nm12445875,Kt Masala,\N,\N,actress
nm12446553,Bonnie Hotcaveg,\N,\N,actress
nm12446554,Thomas Hotcaveg,\N,\N,actor
nm12446894,Sam Denby,1998,\N,"producer,writer,director"
nm12447295,Rayam Kafarneh,\N,\N,actress
nm12447306,Sarah Al-Taweel,\N,\N,actress
nm1244971,Yatin Karyekar,1966,\N,actor
nm1244978,Anthony Katsoulas,\N,\N,"actor,stunts,writer"
nm12449790,Niraj Puran Rao,\N,\N,"actor,writer"
nm12450003,Samiddin Lutfullayev,\N,\N,actor
nm12450005,Shokhrullo Abdullaev,\N,\N,actor
nm12450319,Rusol Al Hussein,\N,\N,actress
nm12450320,Rami Ahmar,\N,\N,actor
nm12450321,Zamil Al-Zamil,\N,\N,actor
nm12450322,Marwan Khallouf,\N,\N,actor
nm12450325,Dogana Essa,\N,\N,actress
nm12450630,Fede Marrero,\N,\N,actor
nm1245077,Maudy Koesnaedi,1975,\N,actress
nm12450826,Pearl Agwu,\N,\N,"writer,actress,miscellaneous"
nm12451048,Jorge Osorio,\N,\N,
nm12451049,Juana Ramos,\N,\N,
nm12451050,Mariela Osorio,\N,\N,
nm12451590,Jorge Osorio Galleguillos,\N,\N,
nm12451675,Dylan Locke,\N,\N,"music_department,actor,editor"
nm1245198,Mandra,\N,\N,"actor,writer"
nm12452453,Artyom Budikov,\N,\N,actor
nm12453131,Mauro Aringhieri,\N,\N,
nm12453132,Stefano Cittadino,\N,\N,
nm12453485,Alex Pereira Mahmud,\N,\N,"director,writer"
nm12453486,Guilherme Godoy Fonseca,\N,\N,
nm12453487,Isabelle Alves de Lima,\N,\N,writer
nm12453679,Miguel Alves Mahmud,\N,\N,
nm12453918,Alan Bury,\N,\N,actor
nm12453919,Anna Bury,\N,\N,actress
nm12453920,Eva Smith,\N,\N,actress
nm12453921,Sinead Winters Smith,\N,\N,actress
nm12454446,Patti Antonino,\N,\N,actor
nm12454447,Dolores Boccasasso,\N,\N,actress
nm12454448,Mario Carotti,\N,\N,actor
nm12454928,Geraldine Bowers,\N,\N,"actress,producer"
nm12454932,Emmanuel Atkins,\N,\N,actor
nm12454933,Carl J. Covington,\N,\N,actor
nm12454934,Asia Cornyn,\N,\N,actress
nm12454942,Dezirae Bates,\N,\N,actor
nm12454973,Adalynn Faye,\N,\N,actor
nm12454975,Carl Covington,\N,\N,actor
nm1245609,Biboy Ramirez,1981,\N,actor
nm1245618,Jeric Raval,\N,\N,actor
nm12456233,Sudhakar Reddy,\N,\N,actor
nm12458168,Nikita Dubrovskaya,\N,\N,actor
nm12459725,Josephs Quartzy,1999,\N,"actor,director,writer"
nm12459726,Joseph Quinn,\N,\N,actor
nm12459975,Kazem Nourbaksh,\N,\N,actor
nm12461353,Kazari,\N,\N,actress
nm12462839,Anatoly Struchkov,\N,\N,actor
nm12462840,Artur Zakharov,\N,\N,actor
nm1246302,Christian Borch,1944,\N,"actor,writer"
nm12463164,Levi Avelino,2006,\N,"actor,director,composer"
nm1246434,Philippe Kane,\N,\N,actor
nm12464816,Esther Agunbiade,\N,\N,actress
nm12464917,Carson Davis,\N,\N,actor
nm12465225,Vicente Zamora,\N,\N,sound_department
nm12465438,Valentina Soto Albornoz,\N,\N,actress
nm12465440,Camila Medina,\N,\N,actress
nm1246556,Alejandro Sanz,1968,\N,"music_artist,soundtrack,actor"
nm12465653,Kaminah,\N,\N,
nm12465654,Kusdalini,\N,\N,
nm12465861,Manasseh Nyaga,\N,\N,actor
nm1246622,Marco D'Almeida,1975,\N,"actor,director,writer"
nm12466937,Isaac Benjamin,\N,\N,"editor,actor,editorial_department"
nm12467020,Donnel Colbert Jr.,\N,\N,actor
nm12467843,Gemma Ridge,\N,\N,actress
nm12467844,Daniel Jennings,\N,\N,actor
nm12467846,Scott Summers,\N,\N,actor
nm12468767,Ellah Maina,\N,\N,actress
nm12469423,Janeth Mora,\N,\N,actress
nm12470058,Dinesh Raveendran,\N,\N,"actor,director,writer"
nm12471197,Nisha Nalini,\N,\N,actress
nm12471372,Hekka Hedet,\N,\N,actress
nm12471510,Lyne Mary,\N,\N,actress
nm12472179,Princess Aliya,\N,\N,actress
nm12473133,Brian Dart,\N,\N,actor
nm1247364,Dan Hewitt Owens,1947,\N,"producer,director,editor"
nm12473768,Uche Favour,\N,\N,"costume_department,actress,costume_designer"
nm12474056,Femi Afolabi,\N,\N,actor
nm12474183,Lizzy Jay,\N,\N,actress
nm12474423,Mitchell Amaechi,\N,\N,actor
nm12474597,Dare Oladepo,\N,\N,"camera_department,actor"
nm12474781,Adekanla Desalu,\N,\N,actor
nm12474783,Vivica Anuforo,\N,\N,actress
nm12475078,Ego Nworji,\N,\N,actress
nm12475481,Martina Obi-Okorare,\N,\N,actress
nm12475540,Blessing Jessica Obasi-Nze,\N,\N,"actress,producer,writer"
nm12476424,Raimonds Supulnieks,\N,\N,producer
nm12476426,Sandis Dejus,\N,\N,
nm12476427,Vilnis Laizans,\N,\N,
nm12476685,Elastic Waste,\N,\N,
nm12476724,Gbenga Alabi,\N,\N,actor
nm1247717,Raffaello Balzo,1975,\N,actor
nm12477304,Praise Sam Ogan,\N,\N,actress
nm12477492,Victoria Nwogu,\N,\N,"actress,producer,writer"
nm12477549,Aimée Virgile Makougoum,\N,\N,"actress,director,writer"
nm12477551,Éric Blandin Djeumi,\N,\N,"actor,producer"
nm1247823,Maryam Boubani,\N,\N,actress
nm1247848,Tonye Briggs,\N,\N,actress
nm1247864,Esteban Buch,\N,\N,writer
nm12478855,Lin Qianwei,\N,\N,actress
nm12479049,Xia Wenxi,\N,\N,actress
nm12479050,Qian Menchao,\N,\N,actor
nm12479156,Oula Alsaghir,\N,\N,actress
nm12479345,Victoria Olona,\N,\N,actress
nm12479346,Woody Clendene,\N,\N,actor
nm12479975,Eli Bennet,\N,\N,actor
nm12480064,Kawin,\N,\N,"actor,editor"
nm12480577,Joshua Akinwalere,\N,\N,"transportation_department,actor"
nm12482011,Uche Ben,\N,\N,actor
nm12482124,Uche Obunse,\N,\N,"actress,miscellaneous"
nm12482131,Sugar Nelson,\N,\N,"script_department,actor,assistant_director"
nm12482186,Meztli Gutiérrez,\N,\N,actress
nm12482360,Susan Baumel,\N,\N,"producer,actress"
nm12482361,JoAnn Tall,\N,\N,actress
nm12482362,Barry Freeman,\N,\N,actor
nm12482468,Jo Dae-Hee,\N,\N,actor
nm12482970,Fred Newhouse,\N,\N,
nm12482971,Mike Boit,\N,\N,
nm12483757,Olayode Juliana,\N,\N,actress
nm1248409,Bren Foster,1976,\N,"actor,producer,director"
nm12484833,Witney John,\N,\N,actress
nm12485589,Luna Stark,\N,\N,"actress,producer,writer"
nm12485733,Robert Herritt,\N,\N,
nm12486631,Aman Ullah,\N,\N,"actor,director,music_department"
nm12486872,Gift Amaka Anizoba,\N,\N,actress
nm12487157,Calista Nwajide,\N,\N,"actress,writer,assistant_director"
nm12487495,Daniele D'Innocenzi,\N,\N,actor
nm12487496,Michele Ait,\N,\N,actor
nm12487512,Jignesh Barot,\N,\N,actor
nm12487529,Harshal Mankad Heyan,\N,\N,"actor,writer"
nm12488814,Shoji Sugawara,\N,\N,
nm12488815,Katsuhiko Shimaji,\N,\N,
nm12488816,Shigenobu Atsugi,\N,\N,
nm12489018,Ben-Shalom Joshua,\N,\N,actor
nm12489066,Raquel Anthony,\N,\N,actress
nm12489252,Jannis Wetzel,\N,\N,actor
nm12489297,Germana Arcidiacono,\N,\N,"actress,sound_department"
nm1248935,Pablo Puyol,1975,\N,"actor,soundtrack,music_department"
nm1249025,Franciska Ródenas,\N,\N,actress
nm1249031,Ertan Saban,1977,\N,"actor,writer"
nm1249052,Riccardo Scamarcio,1979,\N,"actor,producer,writer"
nm12490644,Carlos Moreno Mitrofán,\N,\N,actor
nm12490646,Shunichi Miyagi,\N,\N,actor
nm12490648,Paco Cherp,\N,\N,actor
nm12490649,Luis Márquez,\N,\N,actor
nm1249077,Aditya Seal,1988,\N,actor
nm1249116,Ranvir Shorey,1972,\N,"actor,soundtrack"
nm12491890,Hwang Do-Yun,2009,\N,actress
nm1249246,Roya Teymourian,1959,\N,actress
nm12492574,Haiena,\N,\N,"director,actor,writer"
nm12492575,Nobu Otani,\N,\N,actor
nm12492576,Mao Mizuta,\N,\N,actress
nm12493492,Taofeek Adewole,\N,\N,"actor,camera_department,sound_department"
nm12493695,Barchin Gafurova,\N,\N,actress
nm12493913,George Botsos,\N,\N,
nm12493914,Katerina Barabouti,\N,\N,
nm12493992,Idowu Adenekan,\N,\N,actor
nm12493995,Eniola Ajao,\N,\N,"actress,producer"
nm12494672,Mardy Xo,\N,\N,actress
nm1249561,Juli Fàbregas,1972,\N,"actor,producer"
nm12495684,Erik Adair,\N,\N,"actor,cinematographer,editor"
nm12495935,Hayes Broadhead,\N,\N,"director,actor,writer"
nm12495936,Alden Jack,\N,\N,"actor,composer"
nm12495937,Candis Robbins,\N,\N,actress
nm12496374,Yasser Elneser,\N,\N,"actor,director,writer"
nm1249638,Jay Morberg,\N,\N,"actor,miscellaneous"
nm12497475,Gloria Akhimien,\N,\N,"make_up_department,actress,costume_department"
nm12497614,Eduard Tee,\N,\N,
nm12498524,Meenakshi Mahesh,\N,\N,actress
nm12498857,Tom Kelly,\N,\N,actor
nm12498858,Mikayla Burnham,\N,\N,actress
nm12498860,Kasey McKenzie,\N,\N,actress
nm12498862,Liam Faulkner-Dimond,\N,\N,actor
nm12498876,Genís Casals,\N,\N,actor
nm12498878,Aleix Delgado,\N,\N,actor
nm12499200,Abhilash Dada,\N,\N,actor
nm12500146,Owain Ratcliffe,\N,\N,actor
nm12500147,Richard Jackson,\N,\N,actor
nm12500148,Alexander Hall,\N,\N,actor
nm12500149,Sarah-Louise Long,\N,\N,actress
nm12500150,Paul Bailey,\N,\N,actor
nm12500848,Anton Wichers,\N,\N,actor
nm12500957,Valeria Alvarez,\N,\N,actress
nm12500958,Joseph Fernandez,\N,\N,actor
nm12500960,Aaron Louise Herrera,\N,\N,actor
nm12501133,Andrei Razvan Voinea,\N,\N,writer
nm12501134,Irina Calota,\N,\N,writer
nm12501777,Dan Belcher,\N,\N,actor
nm12501785,Rhonda Blake,\N,\N,actress
nm12501792,Faith Bloomer,\N,\N,actress
nm12502123,Kingsley Amaechi,\N,\N,"location_management,actor,transportation_department"
nm12502295,Min Set Thit,\N,\N,"director,actor,writer"
nm12502296,Si Thu Oht Soe,\N,\N,actor
nm12502297,Khine Myintzu Win,\N,\N,actress
nm12502694,A.K. Azad Shetu,\N,\N,actor
nm12502695,Gazi Amatun Nur Duti,\N,\N,actress
nm12503554,Vladimir Kuznetsov,\N,\N,actor
nm12503555,Vladislav Altayskiy,\N,\N,actor
nm12503556,Dennis Lukichev,\N,\N,actor
nm12503557,Anna Serpeneva,\N,\N,actress
nm12503558,Maksim Popov,\N,\N,actor
nm12503559,Gleb Sergeev,\N,\N,actor
nm12503560,Alexandra Strogaya,\N,\N,actress
nm12503768,Jugoslav Josipovic,\N,\N,actor
nm12503769,Milorad Lukovic,\N,\N,actor
nm12504034,Sonia Uche,\N,\N,"actress,producer"
nm12505039,Paul Bayne,\N,\N,producer
nm12505148,Federico Guglielmino,\N,\N,actor
nm12506478,Atsede Addy Ethio,\N,\N,actress
nm1250686,Natalia Bennett,\N,\N,"actress,producer"
nm12508354,Damir Nevesinjac,\N,\N,
nm12508875,Tran Ngoc Vang,\N,\N,actor
nm12508988,Ana Laila,\N,\N,"actress,cinematographer"
nm1250899,Alejandro Castillo,1948,\N,"actor,camera_department,producer"
nm12509588,Vedad Dado Voloder,\N,\N,
nm12509589,Marinela Domancic,\N,\N,
nm12509590,Goran Prsic Masni,\N,\N,
nm12509854,Shajid Ahmed,\N,\N,"actor,writer,visual_effects"
nm12510309,Théo Carias,\N,\N,actor
nm1251036,Emilram Cossío,\N,\N,actor
nm12511243,Adriana Gerxhalija,\N,\N,actress
nm12511652,Briana Melissa Roman,\N,\N,actress
nm12512086,Cheril Lee,\N,\N,
nm12512151,Vedant Kabra,\N,\N,actor
nm1251243,Olivia Dunkley,1975,\N,"actress,producer,writer"
nm1251417,Fang Gao,\N,\N,actress
nm12515314,Shravani Abhang,\N,\N,actress
nm12515513,Samiul Hafiz,\N,\N,actor
nm1251565,Gwei Lun-Mei,1983,\N,"actress,soundtrack"
nm12516235,Graysen Gutwein,\N,\N,"actress,camera_department,writer"
nm12516288,Hikari Aozora,\N,\N,actress
nm12516709,Anna Beth Baker,\N,\N,actress
nm12516710,Christopher Blonski,\N,\N,"actor,cinematographer"
nm12516712,Christopher Hayhurst,\N,\N,actor
nm12517361,Kristina Soroff,\N,\N,actress
nm12517362,Elinor Walker,\N,\N,actress
nm12517363,Dan Martinez,\N,\N,actor
nm12517643,Johnson Ksh,\N,\N,"actor,special_effects"
nm12517644,Phykhomba Khangembam,\N,\N,actor
nm12519328,Sere Kalina,\N,\N,actor
nm12519930,Deva,\N,\N,actor
nm12520084,Justin Ben,\N,\N,actor
nm12521795,Sophie Harris,\N,\N,actress
nm12521797,Darryl Campbell,\N,\N,actor
nm12521798,Alec Bryant,\N,\N,actor
nm12521799,Bryn Bryant,\N,\N,actor
nm12521800,Duncan Bryant,\N,\N,actor
nm12521801,Kyra Bryant,\N,\N,actress
nm12521802,Seth Bryant,\N,\N,actor
nm12521812,Sarah Andrews,\N,\N,actress
nm12522227,Alyssa Abidin,\N,\N,actress
nm12522657,Rajasree Rajakumari,\N,\N,actress
nm12522658,Mahesh Narayan,\N,\N,actor
nm12523246,Insia Durrani,\N,\N,actress
nm12523598,Jesse Calhoun,\N,\N,actor
nm12523605,Eliot,\N,\N,"actor,producer,soundtrack"
nm12524345,Javier Lindo,\N,\N,actor
nm12525069,John Darvall,\N,\N,
nm12525913,Ghia Burns,\N,\N,actress
nm12526253,Madeline Taylor-Gregg,\N,\N,actress
nm12526254,Ashley Hiibner,\N,\N,actress
nm12526255,Victoria Skorobohach,\N,\N,actress
nm1252668,Jim O'Rear,\N,\N,"actor,stunts,writer"
nm12527166,Graciela Muro,\N,\N,"actress,writer,producer"
nm12529000,Pushkar Bhaskar Pant,\N,\N,"actor,editor"
nm12529823,Tong Hu,\N,\N,actor
nm12531333,Antonio Di Martino,\N,\N,"director,composer,editor"
nm12531334,Cutberto Diaz Ibañez,\N,\N,
nm12531335,Elodia Allende,\N,\N,
nm12531336,Claudio Marucchi,\N,\N,
nm12531337,Paola Fabbretto,\N,\N,
nm1253217,Zhaoqi Shi,\N,\N,actor
nm12532188,Ilaria Bevere,\N,\N,actress
nm12532189,Rodolfo Cascino-Dessy,\N,\N,"director,actor,writer"
nm12533414,Gertrude Preye Augustine,\N,\N,"costume_department,actress,costume_designer"
nm12534623,Aryan Bhangu,\N,\N,actor
nm12534705,Sean Hollyman,\N,\N,"actor,miscellaneous"
nm12534710,David Matchell,\N,\N,actor
nm12535771,Joana Castro,\N,\N,actress
nm1253593,Susana Varela,\N,\N,actress
nm12536013,Herman Gahoudy,\N,\N,actor
nm12536118,Erik Gontier,\N,\N,
nm12536119,Jean-Louis Boistel,\N,\N,actor
nm12537608,Jose Antonio Baquero,\N,\N,"actor,writer"
nm12537878,Amadi Magnus,\N,\N,actor
nm1253790,Xin Xin,\N,\N,actress
nm12537992,Azad Sham,\N,\N,actor
nm12537993,Feroz Khan,\N,\N,actor
nm12537994,Ali Mohammad Choopan,\N,\N,actor
nm1253802,Darya Ekamasova,1984,\N,actress
nm12539188,Gerry Conway,\N,\N,
nm1253953,Nathalie de Parseval,\N,\N,"actress,production_manager"
nm1253955,Germán De Silva,\N,\N,actor
nm1253986,Bruce Bennett,1961,\N,"actor,miscellaneous"
nm12541066,Shayam Thapar,\N,\N,actor
nm12541067,Jennifer,\N,\N,actor
nm12541487,Mire Zai,\N,\N,actress
nm1254152,Catherine Walker,1975,\N,actress
nm12542397,David C. Johnson,\N,\N,"actor,editor,director"
nm1254478,Benjamin Dane,\N,\N,"actor,producer,director"
nm12545067,Gale Cruz,\N,\N,
